5,13,122.941,1.108
5,14,123.501,0.665
5,15,123.502,0.665
5,16,123.501,0.665
5,17,123.502,0.666
5,18,123.5,0.664
5,19,123.502,0.665
5,20,123.503,0.664
5,21,123.503,0.666
5,22,123.455,0.665
5,23,123.455,0.665
5,24,123.405,0.665
5,25,123.405,0.665
5,26,123.405,0.665
5,27,123.405,0.665
5,28,123.405,0.665
5,29,123.405,0.665
5,30,123.405,0.665
6,1,135.511,10.561
6,2,135.511,10.561
6,3,136.164,10.215
6,4,136.164,9.213
6,5,136.494,8.542
6,6,136.717,7.764
6,7,136.855,6.902
6,8,137.005,6.052
6,9,137.055,5.1
6,10,137.18,4.222
6,11,137.183,3.227
6,12,137.182,2.224
6,13,137.443,1.484
6,14,138.002,1.042
6,15,138.004,1.042
6,16,138.004,1.04
6,17,137.958,1.042
6,18,137.908,1.041
6,19,137.993,1.042
6,20,137.993,1.042
6,21,137.993,1.042
6,22,137.993,1.042
6,23,137.993,1.042
6,24,137.993,1.042
6,25,137.993,1.042
6,26,137.993,1.042
6,27,137.993,1.042
6,28,137.993,1.042
6,29,137.993,1.042
6,30,137.993,1.042
7,1,149.395,12.684
7,2,149.395,12.684
7,3,149.151,11.201
7,4,148.511,9.559
7,5,148.838,8.885
7,6,149.063,8.108
7,7,149.201,7.246
7,8,149.347,6.397
7,9,149.395,5.444
7,10,149.521,4.568
7,11,149.524,3.573
7,12,149.524,2.57
7,13,149.741,1.829
7,14,149.741,1.829
7,15,149.741,1.829
7,16,149.741,1.829
7,17,149.741,1.829
7,18,149.741,1.829
7,19,149.741,1.829
7,20,149.741,1.829
7,21,149.741,1.829
7,22,149.741,1.829
7,23,149.741,1.829
7,24,149.741,1.829
7,25,149.741,1.829
7,26,149.741,1.829
7,27,149.741,1.829
7,28,149.741,1.829
7,29,149.741,1.829
7,30,149.741,1.829
8,1,153.972,14.671
8,2,153.972,14.671
8,3,154.973,14.671
8,4,155.614,14.311
8,5,155.985,13.68
8,6,156.869,13.563
8,7,157.323,13.016
8,8,158.133,12.825
8,9,157.871,11.562
8,10,158.874,11.562
8,11,159.477,11.562
8,12,159.477,11.562
8,13,159.477,11.562
8,14,159.477,11.562
8,15,159.477,11.562
8,16,159.477,11.562
8,17,159.477,11.562
8,18,159.477,11.562
8,19,159.477,11.562
8,20,159.477,11.562
8,21,159.477,11.562
8,22,159.477,11.562
8,23,159.477,11.562
8,24,159.477,11.562
8,25,159.477,11.562
8,26,159.477,11.562
8,27,159.477,11.562
8,28,159.477,11.562
8,29,159.477,11.562
8,30,159.477,11.562
9,1,156.172,14.869
9,2,156.172,14.869
9,3,157.173,14.869
9,4,158.175,14.869
9,5,158.816,14.509
9,6,159.442,14.134
9,7,160.07,13.761
9,8,160.704,13.392
9,9,160.938,13.023
9,10,160.938,13.023
9,11,160.938,13.023
9,12,160.938,13.023
9,13,160.938,13.023
9,14,160.938,13.023
9,15,160.938,13.023
9,16,160.938,13.023
9,17,160.938,13.023
9,18,160.938,13.023
9,19,160.938,13.023
9,20,160.938,13.023
9,21,160.938,13.023
9,22,160.938,13.023
9,23,160.938,13.023
9,24,160.938,13.023
9,25,160.938,13.023
9,26,160.938,13.023
9,27,160.938,13.023
9,28,160.938,13.023
9,29,160.938,13.023
9,30,160.938,13.023
10,1,158.174,14.869
10,2,158.174,14.869
10,3,159.176,14.869
10,4,160.177,14.869
10,5,160.818,14.509
10,6,161.446,14.134
10,7,161.676,13.761
10,8,161.676,13.761
10,9,161.676,13.761
10,10,161.676,13.761
10,11,161.676,13.761
10,12,161.676,13.761
10,13,161.676,13.761
10,14,161.676,13.761
10,15,161.676,13.761
10,16,161.676,13.761
10,17,161.676,13.761
10,18,161.676,13.761
10,19,161.676,13.761
10,20,161.676,13.761
10,21,161.676,13.761
10,22,161.676,13.761
10,23,161.676,13.761
10,24,161.676,13.761
10,25,161.676,13.761
10,26,161.676,13.761
10,27,161.676,13.761
10,28,161.676,13.761
10,29,161.676,13.761
10,30,161.676,13.761
11,1,160.177,14.869
11,2,160.177,14.869
11,3,161.178,14.869
11,4,162.181,14.869
11,5,162.424,14.509
11,6,162.424,14.509
11,7,162.424,14.509
11,8,162.424,14.509
11,9,162.424,14.509
11,10,162.424,14.509
11,11,162.424,14.509
11,12,162.424,14.509
11,13,162.424,14.509
11,14,162.424,14.509
11,15,162.424,14.509
11,16,162.424,14.509
11,17,162.424,14.509
11,18,162.424,14.509
11,19,162.424,14.509
11,20,162.424,14.509
11,21,162.424,14.509
11,22,162.424,14.509
11,23,162.424,14.509
11,24,162.424,14.509
11,25,162.424,14.509
11,26,162.424,14.509
11,27,162.424,14.509
11,28,162.424,14.509
11,29,162.424,14.509
11,30,162.424,14.509
12,1,161.178,14.869
12,2,161.178,14.869
12,3,162.181,14.869
12,4,162.784,14.869
12,5,162.784,14.869
12,6,162.784,14.869
12,7,162.784,14.869
12,8,162.784,14.869
12,9,162.784,14.869
12,10,162.784,14.869
12,11,162.784,14.869
12,12,162.784,14.869
12,13,162.784,14.869
12,14,162.784,14.869
12,15,162.784,14.869
12,16,162.784,14.869
12,17,162.784,14.869
12,18,162.784,14.869
12,19,162.784,14.869
12,20,162.784,14.869
12,21,162.784,14.869
12,22,162.784,14.869
12,23,162.784,14.869
12,24,162.784,14.869
12,25,162.784,14.869
12,26,162.784,14.869
12,27,162.784,14.869
12,28,162.784,14.869
12,29,162.784,14.869
12,30,162.784,14.869
13,1,162.181,14.869
13,2,162.181,14.869
13,3,162.784,14.869
13,4,162.784,14.869
13,5,162.784,14.869
13,6,162.784,14.869
13,7,162.784,14.869
13,8,162.784,14.869
13,9,162.784,14.869
13,10,162.784,14.869
13,11,162.784,14.869
13,12,162.784,14.869
13,13,162.784,14.869
13,14,162.784,14.869
13,15,162.784,14.869
13,16,162.784,14.869
13,17,162.784,14.869
13,18,162.784,14.869
13,19,162.784,14.869
13,20,162.784,14.869
13,21,162.784,14.869
13,22,162.784,14.869
13,23,162.784,14.869
13,24,162.784,14.869
13,25,162.784,14.869
13,26,162.784,14.869
13,27,162.784,14.869
13,28,162.784,14.869
13,29,162.784,14.869
13,30,162.784,14.869
14,1,162.784,14.869
14,2,162.784,14.869
14,3,162.784,14.869
14,4,162.784,14.869
14,5,162.784,14.869
14,6,162.784,14.869
14,7,162.784,14.869
14,8,162.784,14.869
14,9,162.784,14.869
14,10,162.784,14.869
14,11,162.784,14.869
14,12,162.784,14.869
14,13,162.784,14.869
14,14,162.784,14.869
14,15,162.784,14.869
14,16,162.784,14.869
14,17,162.784,14.869
14,18,162.784,14.869
14,19,162.784,14.869
14,20,162.784,14.869
14,21,162.784,14.869
14,22,162.784,14.869
14,23,162.784,14.869
14,24,162.784,14.869
14,25,162.784,14.869
14,26,162.784,14.869
14,27,162.784,14.869
14,28,162.784,14.869
14,29,162.784,14.869
14,30,162.784,14.869
15,1,162.784,14.869
15,2,162.784,14.869
15,3,162.784,14.869
15,4,162.784,14.869
15,5,162.784,14.869
15,6,162.784,14.869
15,7,162.784,14.869
15,8,162.784,14.869
15,9,162.784,14.869
15,10,162.784,14.869
15,11,162.784,14.869
15,12,162.784,14.869
15,13,162.784,14.869
15,14,162.784,14.869
15,15,162.784,14.869
15,16,162.784,14.869
15,17,162.784,14.869
15,18,162.784,14.869
15,19,162.784,14.869
15,20,162.784,14.869
15,21,162.784,14.869
15,22,162.784,14.869
15,23,162.784,14.869
15,24,162.784,14.869
15,25,162.784,14.869
15,26,162.784,14.869
15,27,162.784,14.869
15,28,162.784,14.869
15,29,162.784,14.869
15,30,162.784,14.869
